maternal_health_delivery_services,facility_type_display,management,emergency_transport,skilled_birth_attendant,phcn_electricity,c_section_yn,child_health_measles_immun_calc,improved_water_supply,improved_sanitation,vaccines_fridge_freezer,antenatal_care_yn,family_planning_yn,malaria_treatment_artemisinin,num_chews_fulltime,num_nurses_fulltime,num_nursemidwives_fulltime,num_doctors_fulltime,latitude,longitude
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,0,0,0,12.16559147,9.89624833
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0,0,0,12.25055122,10.02736059
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,7.17751348,5.46318338
FALSE,Dispensary,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,12.651655,5.6098
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0,0,0,12.10525195,9.83817088
TRUE,Primary Health Center,,FALSE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,3,5,1,0,10.50716994,7.39845258
TRUE,Primary Health Center,public,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,2,0,10.45647383,7.412552834
FALSE,Primary Health Center,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,0,0,0,10.53585541,7.40822215
TRUE,District Hospital / Comprehensive Health Centre,public,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,,,,7.93072507,9.87114928
TRUE,Primary Health Center,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,1,4,3,4,10.53032271,7.40381283
TRUE,Primary Health Center,,FALSE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,1,3,1,0,6.77785677,9.07594411
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,9.206838012,4.874673486
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2,0,0,0,10.45074999,7.399120331
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,5,0,8,2,5.499837399,7.049016953
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0,0,0,9.72691834,6.202549338
TRUE,District / General Hospital,private,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,4,4,2,4.674038887,7.372314334
TRUE,Primary Health Center,,TRUE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,3,0,1,1,10.50356269,7.388509512
TRUE,Clinic,public,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,0,1,0,10.45314252,7.425196767
FALSE,Primary Health Center,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7,0,0,0,10.50277948,7.40852952
TRUE,Primary Health Center,public,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,0,0,0,13.2160138,5.26254207
TRUE,Primary Health Center,,TRUE,TRUE,,FALSE,,,FALSE,,TRUE,TRUE,TRUE,1,1,1,1,10.50840139,7.399227619
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,7.20546319,10.69041096
TRUE,Clinic,public,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,1,0,0,7.25081553,7.56833849
TRUE,Primary Health Center,public,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,0,0,0,10.51941363,7.40677176
TRUE,Primary Health Center,public,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,0,1,0,10.50397575,7.426334023
TRUE,Primary Health Center,public,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,0,4,0,10.54693752,7.43806269
TRUE,Primary Health Center,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,1,0,2,1,10.0388055,8.99139946
FALSE,,,FALSE,TRUE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,1,1,0,1,10.5493942,7.43830797
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,1,5,3,10.54526567,7.44576931
TRUE,Primary Health Centre (PHC),private,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8,9,1,1,5.99977831,6.91433203
TRUE,Primary Health Center,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,1,0,10.56114845,7.47210461
TRUE,Teaching / Specialist Hospital,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,3,5,3,10.52190363,7.456653714
TRUE,Dispensary,public,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6,0,0,2,8.200253248,10.60916126
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,10.55912544,7.44759366
FALSE,Primary Health Center,public,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,0,0,0,10.59319451,7.45098536
TRUE,District / General Hospital,public,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,,15,30,10.5264473,7.442057133
TRUE,District / General Hospital,public,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,,13,2,10.58296408,7.44675896
FALSE,Clinic,public,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,4,0,0,0,10.54648262,7.4262473
FALSE,Primary Health Center,public,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,0,2,0,10.55115581,7.447743416
FALSE,Teaching / Specialist Hospital,public,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,5,0,9,10.52883983,7.452732325
,Health Post,public,FALSE,FALSE,FALSE,,,FALSE,FALSE,,,,,0,0,0,0,9.51180966,12.20216706
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,8,2,4,10.51428616,7.432599664
TRUE,Health Post,,FALSE,FALSE,,FALSE,,,FALSE,,TRUE,FALSE,FALSE,0,0,0,0,8.59982729,8.849771619
TRUE,Clinic,public,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4,2,0,0,10.58391211,7.47176144
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,TRUE,FALSE,1,,0,0,8.789180517,7.401056886
TRUE,Primary Health Centre (PHC),public,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,0,1,0,8.20652147,3.21535345
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.602131248,7.573453188
FALSE,Health Post,private,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,9.712541699,7.927853465
FALSE,Primary Health Centre (PHC),public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,6.21262207,5.69193872
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.703148603,7.666085958
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,9.733344913,8.014209867
TRUE,Primary Health Center,private,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,1,0,9.850514531,7.97891736
TRUE,District / General Hospital,,TRUE,FALSE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,0,0,0,5.53529813,7.06692649
TRUE,Primary Health Centre (PHC),private,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,6,1,1,5.886605,6.98911
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,,0,,11.77336887,7.53488931
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.837124944,8.038065434
TRUE,Dispensary,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,12.63377159,4.0557048
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,12.24926394,12.73651299
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,9.512293339,5.671026707
FALSE,Primary Health Center,private,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0,1,9.878908396,7.954423428
TRUE,Primary Health Centre (PHC),public,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,10.40618655,10.79369524
FALSE,Health Post,private,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,9.676433802,8.016350269
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,10,1,3,6.52921042,3.38042135
FALSE,Primary Health Center,public,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,9.930476546,7.426789999
FALSE,Primary Health Center,private,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,0,0,0,9.735978842,7.962287664
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,0,1,0,9.586000443,8.015368581
FALSE,Dispensary,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,8.841923475,11.83335364
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.635594487,7.624275684
FALSE,Basic Health Centre or Primary Health Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,12.3290924,7.65639745
FALSE,Clinic,private,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,9.697811007,7.455049753
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,9.673043489,8.015277386
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.725250006,7.760065198
TRUE,Clinic,private,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,10.04567206,7.993792892
,Other,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,,,,0,0,0,0,9.851238728,7.456385493
FALSE,Clinic,private,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.705873728,7.665511966
TRUE,District Hospital or Comprehensive Health Centre,private,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,,,,9.78120922,8.30160895
FALSE,Clinic,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5,0,0,0,10.04524827,7.991936803
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,9.664165378,7.568995357
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,0,0,0,9.709376693,7.997741103
FALSE,Health Post,private,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,9.622333646,8.045731187
TRUE,District Hospital or Comprehensive Health Centre,public,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,,,,11.11390006,7.72050316
TRUE,District / General Hospital,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,5,6,2,9.922547936,7.430759668
TRUE,Specialist Hospital,private,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,4,5,2,6.04673204,6.90636452
FALSE,Health Post,private,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,9.695928097,8.045157194
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,0,0,0,9.633067846,8.055784106
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,9.780755639,7.784623504
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,9.698749781,8.035265207
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,10.05494177,7.828804851
TRUE,District / General Hospital,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,10,2,1,5.59723679,5.86249021
FALSE,Clinic,private,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,7.29303649,8.5800457
TRUE,Basic Health Centre or Primary Health Clinic,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0,0,0,7.71276837,10.49483612
FALSE,Health Post,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,11.82653948,8.15050032
TRUE,District / General Hospital,public,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,9,1,4,0,11.95605799,8.0982408
TRUE,Primary Health Centre (PHC),public,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,0,2,0,12.53901209,4.93811457
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,11.91386492,8.16563115
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,11.88102808,8.09099248
FALSE,Health Post,public,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,11.86623655,8.15374057
FALSE,Health Post,public,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,11.89512045,8.21445759
,Basic Health Centre or Primary Health Clinic,public,FALSE,,FALSE,,,FALSE,FALSE,,,,,,,,,10.27816418,13.34080405
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,11.89096206,8.25255853
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,11.9819051,8.044416904
FALSE,Clinic,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,5,0,0,0,11.8927533,8.13201909
TRUE,District / General Hospital,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,0,10,2,3,6.47694668,3.33971465
FALSE,Health Post,public,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0,0,11.84281239,8.14806139
FALSE,Primary Health Centre (PHC),public,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,1,3,1,6.50564284,3.35475831
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,8.307139277,6.277897954
TRUE,District / General Hospital,private,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,2,2,1,7.860953808,6.090272069
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,7.923851609,6.288691163
FALSE,Information not available / Don't know,public,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,6.25674259,6.32548475
FALSE,Clinic,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,2,1,7.85171628,6.153041124
TRUE,Primary Health Centre (PHC),private,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,1,1,13,6.30723889,5.64886777
TRUE,Clinic,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,11.53629543,8.15726728
FALSE,Health Post,public,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0,0,0,12.53902234,6.63155553
TRUE,Basic Health Centre or Primary Health Clinic,public,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0,0,10.99851874,10.41588278
TRUE,Basic Health Centre or Primary Health Clinic,public,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,0,0,6.037014127,4.854851961
TRUE,District / General Hospital,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,5,5,7.823536992,6.089580059
TRUE,Clinic,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,9.337225556,9.579445124
FALSE,Health Post,public,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,13.414776,13.79426542
TRUE,Primary Health Centre (PHC),private,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,2,0,7.521016667,6.252331667
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,12.52873295,7.66093314
FALSE,Clinic,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,1,0,7.824448943,6.076313853
FALSE,Clinic,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,8.314558268,6.140579581
FALSE,Health Post,public,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,0,0,0,12.58901528,6.59198828
TRUE,Primary Health Center,public,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,0,0,0,8.340479136,6.27650857
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,0,0,0,8.00837338,6.106574535
,Other,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,,,,0,0,0,0,7.893612385,6.201315522
FALSE,Health Post,public,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,7.59912221,4.76941641
TRUE,Clinic,,TRUE,FALSE,,FALSE,,,FALSE,,TRUE,FALSE,TRUE,1,0,0,0,6.1364516,7.23669433
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,8.283836246,6.260592341
FALSE,Clinic,public,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,8.05357933,6.114025712
FALSE,Clinic,public,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,10,1,2,1,7.836105824,6.074382663
TRUE,Clinic,public,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,7.783834934,6.097599864
FALSE,Primary Health Center,public,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4,0,0,0,5.0345544,7.30597674
FALSE,Clinic,public,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,1,2,0,7.835644484,6.076737642
TRUE,Primary Health Center,public,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,1,6,0,12.26908386,14.46212232
FALSE,Health Post,public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,0,0,0,5.573024154,7.057653666
FALSE,Primary Health Centre (PHC),public,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,0,0,0,6.117566228,8.071287274
TRUE,Primary Health Center,private,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0,1,7.823054194,6.06108427
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,5.636603236,7.855787873
TRUE,Health Post,private,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,7.829212546,6.07334733
TRUE,Clinic,public,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,2,0,6.58456745,4.64001458
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,4,1,1,2,9.85498884,8.85402958
TRUE,District / General Hospital,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,FALSE,0,10,2,1,6.16316969,6.89602554
TRUE,Clinic,,TRUE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,TRUE,3,0,0,0,9.79416969,8.87836016
TRUE,Primary Health Center,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,7,0,2,2,9.78128265,8.87490708
TRUE,Clinic,public,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,0,1,0,9.78970749,8.83678196
TRUE,Specialist Hospital,private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,2,2,2,6.61925729,3.32049357
TRUE,Primary Health Center,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,FALSE,TRUE,0,12,5,1,6.82957803,7.40954631
FALSE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,9.028337002,9.490465522
TRUE,Clinic,public,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE,TRUE,2,,0,0,8.799555302,7.380242944
TRUE,Primary Health Center,,FALSE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,2,0,0,1,9.79168029,8.85817375
TRUE,Primary Health Centre (PHC),private,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,1,6.74546676,3.41856238
TRUE,Primary Health Center,public,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,7,0,5,0,9.87962691,8.8867913
TRUE,Primary Health Center,public,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0,0,9.84594139,8.94571947
TRUE,Clinic,private,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,2,0,0,7.507309914,9.356381893
TRUE,District / General Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,1,6,2,4,9.87361468,8.84547903
TRUE,Health Post,,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,TRUE,2,0,0,0,9.71883199,8.84117515
TRUE,Primary Health Center,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,14,2,2,2,9.78791507,8.86248912
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,TRUE,TRUE,4,0,3,2,9.87111362,8.85709539
TRUE,Teaching / Specialist Hospital,,TRUE,TRUE,,TRUE,,,FALSE,,TRUE,FALSE,TRUE,2,3,3,2,9.80054905,8.85935291
TRUE,Basic Health Centre or Primary Health Clinic,public,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,0,0,12.59935578,5.50961998
